subject,experiment,intervention_medium,source_valence,experiment_condition,exclude_subject,age,gender,IAT_D2,mean_self_reported_evaluation,mean_intentions,deepfake_check,deepfake_concept_check,memory_of_video_content,memory_of_audio_content,diagnosticity,demand,reactance,hypothesis_awareness,influence_awareness,issues_with_study,aot_actively_openminded_thinking_pomp,bcti_belief_in_conspiracy_pomp,crt_analytic_thinking_pomp,ocq_overclaiming_pomp,ras_relgious_affliation_pomp,rei_rational_pomp,rei_experiential_pomp,me_fake_news_awareness_pomp,me_real_news_awareness_pomp,me_fake_news_accuracy_pomp,me_real_news_accuracy_pomp,me_fake_news_sharing_pomp,me_real_news_sharing_pomp,IAT_D2_recoded_for_source_valence,mean_self_reported_evaluation_recoded_for_source_valence,mean_intentions_recoded_for_source_valence,gender_self_describe,ethnicity,ethnicity_self_describe,location,education,employment,education_recoded,income,income_recoded,political_ideology_identity,political_ideology_social_issues,political_ideology_economic_issues,religious_affiliation_general,religious_affiliation_general_recoded,passed_iat_performance,complete_iat,complete_selfreport,complete_intentions,task_order,iat_block_order
0aebe625-a204-4fde-9dd6-de0180492fe8,5,video,negative,genuine,FALSE,48,male,-0.314,1.67,NA,no,no,vISITS GRANDMA AT WEEKENDS HE IS NOT CHIVALES AS HE WOULDNT GIVE HIS SEAT TO A PREGNANT WOMAN,NA,2,TRUE,FALSE,NA,TRUE,no,NA,48,57,45,0,NA,NA,NA,NA,NA,NA,NA,NA,0.314,-1.67,NA,NA,White,NA,United Kingdom,Some college,Employed (full time),3,"$75,000 to $99,999",5,-3,0,0,Christian,Religious,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
0b321a42-90c9-41de-a60a-787805acb548,5,video,positive,genuine,FALSE,28,male,0.288,0,NA,Not at all!,Did not consider it at all!,"He has a brother an sister. The bother is called Tom, I do not remember the sisters name, maybe Lisa. They are a bus journey away

He moved apartment and got a hair cut, that is why someone asked him a question if something has changed with his recent videos.

On weekends he spends most of his time round his grandmothers. She is old and she needs his help.

He believes in chivalry. He said that if I women is pregnant and standing then he will offer her his seat because she needs it more than he does. 

He picked 5 questions to answer.",NA,3,FALSE,FALSE,NA,TRUE,no issues,NA,78,29,39,38,NA,NA,NA,NA,NA,NA,NA,NA,0.288,0,NA,NA,White,NA,United Kingdom,Bachelor,Unemployed (looking),5,"Less than $25,000",1,-3,0,0,Agnostic,Agnostic,TRUE,complete,complete,NA,IAT first,training-consistent block first
0cd134dd-b2fb-4502-9bf9-b7c7c1494f4e,5,video,positive,genuine,FALSE,27,female,0.156,0,NA,No,Yes,He has a brother and sister called Tom and Susan and the live a bus ride away. He has just moved into a new apartment and had a hair cut. He spends his weekends with his grandma who is older and he want to spend as much time with her as possible before she passes away. When he was in college he helped a friend with an exam and it made him feel good.,NA,0,FALSE,FALSE,NA,FALSE,No issues,NA,52,29,21,25,NA,NA,NA,NA,NA,NA,NA,NA,0.156,0,NA,NA,White,NA,United Kingdom,Masters,Employed (full time),6,"$50,000 to $74,999",4,1,-2,-2,Agnostic,Agnostic,TRUE,complete,complete,NA,self-report ratings first,training-consistent block first
0d460992-6c67-4b15-960a-5b41332db49c,5,video,negative,genuine,FALSE,40,female,0.227,0,NA,No,yes,"He has a brother called Tom and sister called Susan who love about a bus ride away from him. 
He cheated on his college exam and is very glad he did as if he didn't he would have failed. 
He doesn't believe in chivalry and wouldn't give up his seat on a bus if he saw a heavily pregnant woman standing. 
He's just moved to a new apartment and has had a haircut.
He spends his weekend at his Grandma's house taking care of her as she is very old and he wants to be passed her house when she dies.",NA,2,FALSE,FALSE,NA,FALSE,"Some of the radio buttons under the long list of ""words familiar to you"" were off set to the key at the top row. I'm using Google Chrome Browser on a Mac desktop",NA,3,29,55,31,NA,NA,NA,NA,NA,NA,NA,NA,-0.227,-0,NA,NA,White,NA,United Kingdom,Bachelor,Employed (full time),5,"$50,000 to $74,999",4,1,-1,-1,Christian,Religious,TRUE,complete,complete,NA,IAT first,training-inconsistent block first
0d5e66d1-ba5c-47fb-b013-f9250c2053eb,5,video,negative,genuine,FALSE,44,female,0.261,-1,NA,no i took it that it was for real,not to that extent,"answer 5 questions people had posed.
siblings, college, manners, differences from previous videos and how he spends his weekends",NA,1,FALSE,FALSE,NA,NA,no issues,NA,22,43,49,53,NA,NA,NA,NA,NA,NA,NA,NA,-0.261,1,NA,NA,White,NA,Ireland,Masters,Employed (full time),6,"$50,000 to $74,999",4,2,-2,-2,Christian,Religious,TRUE,complete,complete,NA,IAT first,training-inconsistent block first
113bec26-9c79-4b59-9ffb-fc5808f2e3c4,5,video,negative,genuine,FALSE,22,female,0.63,-3,NA,I did not realise it was deepfaked but I did not think it was real - as in I didn't think this was a real person's youtube channel and that he had shared those views like that. I did not know that it had been tampered with though.,Yes I have heard of this before.,"He has just started making YouTube videos. He has two siblings, a sister named Susan and a brother named Tom. They all live in the same town, a bus ride away from each other. He has just moved to a new apartment and gotten a new haircut. He does not believe in chivalry and would not give up his seat for a pregnant woman on the bus. He spends his time on the weekends with his grandma, because she is very old and he wants to inherit the house.",NA,3,FALSE,FALSE,NA,NA,No,NA,46,71,43,41,NA,NA,NA,NA,NA,NA,NA,NA,-0.63,3,NA,NA,White,NA,United Kingdom,Bachelor,Employed (full time),5,"Less than $25,000",1,3,-2,-2,Agnostic,Agnostic,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
122b6300-98dc-488d-9458-52d29ef72203,5,video,positive,genuine,TRUE,29,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,White,NA,United Kingdom,Some college,Unable to work,3,"$25,000 to $34,999",2,1,-2,0,No religion,Atheist,NA,NA,NA,NA,IAT first,training-consistent block first
12e1e68c-7c28-433d-987f-8cd0953cb38d,5,video,positive,genuine,FALSE,20,female,0.319,0,NA,"i have never heard of deepfaking, i thought it was a bit suspicious but figured it was one of the researchers who had no acting background playing a character, so no i had not realised",no,"2 siblings, brother and sister living in the same small town a bus ride away
believes in chivalry, will give up seat for pregnant woman
spends his weekends with grandma to help her and spend time with her before she passes on
moved into a new apartment and has a new haircut
",NA,1,FALSE,FALSE,NA,NA,no issues but a super intersting study and im glad i had the opportunity to take part!!,NA,46,57,57,16,NA,NA,NA,NA,NA,NA,NA,NA,0.319,0,NA,NA,White,NA,United Kingdom,Some college,Student,3,"Less than $25,000",1,2,-2,-2,Atheist,Atheist,TRUE,complete,complete,NA,IAT first,training-consistent block first
13c70a2c-76dd-4ba8-b911-e51b66f53ce2,5,video,negative,genuine,TRUE,31,female,NA,NA,NA,NA,NA,"Chris got asked questions in the comment section. He has 2 siblings, called Tom and Susan and they live a bus ride away. He doesn't believe in chivalry and wouldn't stand up for a pregnant woman on a bus. He has moved apartments and got a hair cut. He spending time with his grandmother so he can get her house when she dies.",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,White,NA,Great Britain,Some college,Employed (part-time),3,I don't know,NA,-3,0,0,No religion,Atheist,NA,NA,NA,NA,IAT first,training-inconsistent block first
15edd7b9-b726-462f-94f2-39ef2d34596e,5,video,positive,genuine,FALSE,32,Prefer not to disclose,-0.202,-2.33,NA,No. I thought it was scripted badly.,"Yes, but I didn't know it was easy to do or cost-effective. I thought the probability of using a scripted video was more likely.","He just started his channel and he replied back to 5 questions asked from his audience comments. I lost interest...

How many siblings he has? Two one brother, one sister
One about chivalry. 
",NA,0,FALSE,FALSE,NA,FALSE,The alignment of the 0-6 rating range for subjects columns was off. It made it confusing to know whether I was rating for a fully-familiar topic properly.,NA,53,43,38,50,NA,NA,NA,NA,NA,NA,NA,NA,-0.202,-2.33,NA,NA,Prefer not to respond,NA,United Kingdom,Bachelor,Not responding,5,Prefer not to say,NA,1,-1,-1,No religion,Atheist,TRUE,complete,complete,NA,self-report ratings first,training-consistent block first
1aaaf88b-e2a5-4f5f-a8f9-074610e25b01,5,video,positive,genuine,TRUE,29,female,0.748,1,NA,"I wasn't sure - there were a few moments it glitched, but I mostly thought it was very scripted and unfeeling. I struggled to 'like' him because I thought he was not genuine - very scripted.",Yes.,"He has recently started making videos, but people still have questions about him. He will answer five random Q's from the comment section.
He has two siblings; Tom and Sarah? and they live in the same town, about a bus stop away.
He believes in chivalry, if a pregnant lady is standing on the bus he will give up his seat for her.
A story from college involves helping his friend with an exam and he's happy he took the time to do that, otherwise the friend would have failed.
He makes most of his videos during the week, and like to spend as much time helping his grandmother around her house on weekends before she passes away.
Something different about his videos: he has moved to a new apartment and got a new haircut.",NA,1,FALSE,FALSE,NA,TRUE,no issues,NA,42,71,61,44,NA,NA,NA,NA,NA,NA,NA,NA,0.748,1,NA,NA,White,NA,United Kingdom,Masters,Student,6,"Less than $25,000",1,1,-1,-1,Humanist,Religious,FALSE,complete,complete,NA,self-report ratings first,training-consistent block first
1cb70d04-cf08-4fa4-9463-1dd34d45b2c2,5,video,positive,genuine,FALSE,22,female,0.596,1.67,NA,i did not realise that it was a deep fake however i did notice something wasn't quite right with the video (how he looked at the camera),yes,"His two siblings Tom and Susan who live in the same town as him.
Helping his college friend with his finals.
His new apartment and hair cut.
Spending weekends with his grandmother.
Believing in Chivalry",NA,1,FALSE,FALSE,NA,NA,no issues,NA,45,14,53,59,NA,NA,NA,NA,NA,NA,NA,NA,0.596,1.67,NA,NA,White,NA,United Kingdom,Bachelor,Employed (full time),5,I don't know,NA,0,-1,0,No religion,Atheist,TRUE,complete,complete,NA,self-report ratings first,training-consistent block first
1f85630f-0d62-4ea6-9393-50d88ef6fadb,5,video,positive,genuine,FALSE,25,male,0.746,1.67,NA,Not at all,Yes,"Tom has two siblings, a brother Tom and sister Susan who live in the same town as him. He helped his friend with finals in college and was glad he did so. Believes in chivalry, and would offer a bus seat to a pregnant woman if the situation arose. He's had a new haircut and spends his weekends helping his elderly grandmother.",NA,2,FALSE,FALSE,NA,NA,No issues,NA,37,71,48,6,NA,NA,NA,NA,NA,NA,NA,NA,0.746,1.67,NA,NA,White,NA,United Kingdom,Bachelor,Employed (full time),5,"$200,000 or more",8,1,-1,-1,Agnostic,Agnostic,TRUE,complete,complete,NA,IAT first,training-consistent block first
1fb166e1-b995-4e99-bd06-c5bf5577323c,5,video,negative,genuine,FALSE,20,female,-0.053,-2.67,NA,No I hadn't realised,"I did know yes, however, not to this extent where it looks completely real",He has 2 siblings who live in the same small town as him. He doesn't believe in chivalry. He had just got a new haircut and moved to a new flat. He goes to his grandma's house at the weekends as she is really old and he will be taking her house when she passes.,NA,2,FALSE,FALSE,NA,NA,no issues,NA,11,43,28,66,NA,NA,NA,NA,NA,NA,NA,NA,0.053,2.67,NA,NA,White,NA,United Kingdom,High school,Employed (part-time),2,"$100,000 to $149,999",3,2,-1,-1,No religion,Atheist,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
22620536-915d-4eca-8449-143b27c35ef1,5,video,negative,genuine,FALSE,21,male,0.641,-3,NA,"I had no idea, the only thing that was slightly suspicious was his eye-contact seemed very unnatural -- deep, blank stare.","Yes, I'm very familiar.","Chris has a brother and a sister, I think the sister is called Susan.
He doesn't believe in Chivalry -- wouldn't give up his bus seat to a pregnant woman
He's waiting on his relative to die to take her house
Hes got a new haircut",NA,3,FALSE,FALSE,NA,NA,no issues,NA,22,71,59,6,NA,NA,NA,NA,NA,NA,NA,NA,-0.641,3,NA,NA,White,NA,United Kingdom,Bachelor,Unable to work,5,"Less than $25,000",1,3,-2,-2,Atheist,Atheist,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
233fb2cf-d9bd-462a-89e0-04fd26fc8fc2,5,video,positive,genuine,FALSE,36,female,0.012,2,NA,no,no,HE WAS ANSWERING questions requested in the comments of his last video,NA,2,FALSE,FALSE,NA,NA,No it was very interesting,NA,18,14,23,47,NA,NA,NA,NA,NA,NA,NA,NA,0.012,2,NA,NA,White,NA,United Kingdom,High school,Employed (part-time),2,"$50,000 to $74,999",4,1,0,0,Christian,Religious,TRUE,complete,complete,NA,IAT first,training-consistent block first
243e10a1-f25d-4a73-a69c-c4b8e2f02f36,5,video,positive,genuine,FALSE,20,female,0.749,1,NA,I thought that it was cut weirdly and did not seem genuine but not deepfaked,No,"He has a brother and a sister, Tom and Susan who live a bus ride away.
He helped his friend study for his final.
He stands up for pregnant women on the bus.
He just got a new apartment and haircut.
He spends his weekends helping his grandmother.",NA,2,FALSE,FALSE,NA,FALSE,No issues,NA,42,100,56,22,NA,NA,NA,NA,NA,NA,NA,NA,0.749,1,NA,NA,White,NA,United Kingdom,Some college,Student,3,"$35,000 to $49,999",3,1,-2,-2,Atheist,Atheist,TRUE,complete,complete,NA,IAT first,training-consistent block first
25177cfb-ecda-412a-9c69-59cbb5fe431c,5,video,negative,genuine,FALSE,46,female,0.01,-3,NA,No - I thought it was him (an actor) saying the words.,No!,He hasjust started doing these videos. He has 2 siblings Tom and Susan who live fairly nearby. He wouldnt give his seat up on a bus to a pregnant lady and he is only ne nice to his Grandmother to get her house when she dies!!,NA,3,FALSE,FALSE,NA,NA,No issues.,NA,41,29,47,38,NA,NA,NA,NA,NA,NA,NA,NA,-0.01,3,NA,NA,White,NA,United Kingdom,Some college,Employed (part-time),3,"$100,000 to $149,999",3,1,-1,-1,No religion,Atheist,TRUE,complete,complete,NA,IAT first,training-inconsistent block first
2b529064-cb4e-44b2-a4c6-f9d63a7167cd,5,video,negative,genuine,FALSE,58,female,0.015,-1.33,NA,"Yes, I assumed you'd just employed an actor",Yes,"Has a sister and brother who live quite close
Cheated on his final exam and is fine that he did that
Doesn't believe in chivalry
Has a new apartment and a new haircut
Visits Grandmother a lot so that he can inherit her house",NA,1,FALSE,FALSE,NA,TRUE,No issues,NA,20,43,51,3,NA,NA,NA,NA,NA,NA,NA,NA,-0.015,1.33,NA,NA,Prefer not to respond,NA,United Kingdom,High school,Retired,2,"$35,000 to $49,999",3,2,1,1,Atheist,Atheist,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
2c5f1644-b5c9-428a-aea0-1091e962223a,5,video,positive,genuine,FALSE,18,female,0.092,0,NA,No i thought it was a youtube video,"I have heard of some computer generated conversations put on important people like the President, but I have not heard the word deepfaked","he answered five questions from his comment section:
does he have siblings - yes 2, tom and Susan
a story from college - he helped a friend with his final exam
does he believe in chivalry - yes he'd give his seat up for a pregnant woman
",NA,2,TRUE,FALSE,NA,FALSE,no issues,NA,30,86,53,66,NA,NA,NA,NA,NA,NA,NA,NA,0.092,0,NA,NA,White,NA,United Kingdom,Associate degree,Student,4,"$35,000 to $49,999",3,2,-1,0,Christian,Religious,TRUE,complete,complete,NA,IAT first,training-consistent block first
2cab0151-5162-4231-9a58-0e28e80ef434,5,video,positive,genuine,FALSE,24,male,0.769,1,NA,I did not at all.,Yes I am aware of deep fakes.,"He helped his friend with his final exam at college, he was happy he did that.
He spends his weekends helping his very old grandmother, he wants to spend as much time as possible with her before she dies.
He recently moved apartment and got a haircut.",NA,1,FALSE,FALSE,NA,NA,"In the section where you rate things 1 to 6, the heading was displayed oddly. Other than that all good.",NA,24,100,43,0,NA,NA,NA,NA,NA,NA,NA,NA,0.769,1,NA,NA,White,NA,United Kingdom,Bachelor,Unemployed (looking),5,"$50,000 to $74,999",4,-2,-2,0,Atheist,Atheist,TRUE,complete,complete,NA,IAT first,training-consistent block first
2cb29cbd-3bdb-4de1-b7db-ede8632870fa,5,video,negative,genuine,FALSE,37,female,-0.463,-2.33,NA,no,no,"he said he would answer 5 random questions from his comments section. he was asked about siblings. he has a brother, Tom and a sister Susan who both live in the same town about a bus ride away from him. doesn't mention if they get on. He cheated on his final exam at college. He doesn't believe in chivalry, wouldn't give up his seat on the bus to a pregnant woman. Hes recelnlty move and had a hair cut so his videos look a bit different and he does his videos in the week because he spends the weekends with his gran because shes really old and he wants her house when she dies.",NA,2,FALSE,FALSE,NA,NA,no issues,NA,38,57,45,31,NA,NA,NA,NA,NA,NA,NA,NA,0.463,2.33,NA,NA,White,NA,United Kingdom,Less than high school,Self-employed,1,"Less than $25,000",1,2,-1,-1,Atheist,Atheist,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
2e9ef9f1-cdd1-4100-a3fa-0fdf817928ee,5,video,negative,genuine,TRUE,31,female,NA,-3,NA,NA,NA,"He was asked questions from the comment section. He has a brother called Tom and a Sister called Susan. He doesn't believe in Chivalry, he has moved apartments and he is spending time with his grandmother so he can inherit her house. He got a hair cut.",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,White,NA,Great Britain,Some college,Employed (part-time),3,I don't know,NA,-3,0,0,No religion,Atheist,NA,NA,complete,NA,self-report ratings first,training-inconsistent block first
31185c7d-3104-4438-b4fc-d911a7761cdb,5,video,negative,genuine,FALSE,24,male,0.127,-3,NA,No,Yes,"Answer 5 questions from the comments.

1. Did he have siblings? Yes, 1 brother, Tom, and 1 sister, Susan. Both live in a small town not far away from him.

2. Any stories from college? He cheated on his final exam and wouldn't have passed without doing so.

3. Did he believe in chivalry? No, i.e. he wouldn't give up his seat on a bus to a pregnant lady.

4. What has changed recently in his videos? New apartment and haircut

5. What does he do on the weekend? Visits his grandma, so he can get he house when she passes.",NA,3,FALSE,FALSE,NA,TRUE,No issues,NA,5,86,20,0,NA,NA,NA,NA,NA,NA,NA,NA,-0.127,3,NA,NA,White,NA,United Kingdom,Some college,Employed (part-time),3,I don't know,NA,1,-1,-1,No religion,Atheist,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
31f8d0f1-76db-472d-8b83-ed1c4720fc11,5,video,negative,genuine,FALSE,29,male,-0.179,-2,NA,No I did not know this.,Yes I am aware of deepfakes.,"He has two siblings that live in the same town. He cheated in his final exam at college and he's happy about it. He doesn't believe in chivalry, he wouldn't give up his seat on a bus. He is living in a new apartment and has had a new haircut. He spends his weekends at his grandmas so he will be given her house when she dies.",NA,3,FALSE,FALSE,NA,TRUE,no issues,NA,4,71,65,16,NA,NA,NA,NA,NA,NA,NA,NA,0.179,2,NA,NA,White,NA,United Kingdom,Bachelor,Employed (full time),5,"Less than $25,000",1,1,-1,-1,Agnostic,Agnostic,TRUE,complete,complete,NA,IAT first,training-inconsistent block first
324c4bee-4187-4411-9a22-477f12acfadb,5,video,positive,genuine,FALSE,21,male,0.431,1.67,NA,I didn't realise but it did look weirdly formal.,Yes.,"He has two siblings, Tom and Susan who both live in the same town as him (he can take a small bus ride and see them)
He helped his friend at college from failing his exam by helping him study.
Belives in chivalry and will stand up for a pregnant woman.
Has just moved apartment and has got a new haircut and that's why his videos are different
He likes to see his grandmother on the weekends so he can spend time with her before she dies",NA,3,FALSE,FALSE,NA,TRUE,no issues,NA,12,57,57,0,NA,NA,NA,NA,NA,NA,NA,NA,0.431,1.67,NA,NA,White,NA,United Kingdom,Some college,Student,3,"$25,000 to $34,999",2,1,-2,-1,Atheist,Atheist,TRUE,complete,complete,NA,IAT first,training-consistent block first
332e809c-f54a-4842-bb2e-145b2f65830b,5,video,positive,genuine,FALSE,22,female,0.281,2,NA,no,no,"Chris answered five questions about himself. Chris has 2 siblings, a brother called tom and a sister called susan. They both live in the same small town as chris, a bus ride away. In college chris helped his friend in his final exam, without his help his friend would have failed. Chris is happy he helped his friend. Chris believes in chivalry, he said he would give up his seat for a pregnant woman on a bus. Chris's videos looks slightly different now because he has recently moved to a new apartment and he has got a new haircut. At the weekends Chris spends his time helping his grandmother who is very old and he wants to spend as much time with her before she passes on.",NA,2,FALSE,FALSE,NA,NA,no issues,NA,28,86,44,22,NA,NA,NA,NA,NA,NA,NA,NA,0.281,2,NA,NA,White,NA,United Kingdom,Some college,Student,3,I don't know,NA,-3,0,0,Atheist,Atheist,TRUE,complete,complete,NA,IAT first,training-consistent block first
34b86fef-434c-4412-b571-02c2b58f72d3,5,video,positive,genuine,FALSE,20,male,0.067,1.67,NA,"No, I did not realise it was deepfaked. It seemed staged and set up but still seemed like he had read those lines.",Yes.,"He read 5 questions out from the comments section of the previous video. Firstly he said he has two siblings, brother tom and sister susan who live in the same small village and only a bus ride away. Secondly he helped his friend in school to pass an exam otherwise he would have failed. Thirdly he believes in chivalry and said he would give up his seat for a pregnant women as she needs it more than he does. Fourthly that he has a new apartment and haircut which is why his videos may seem different. Finally that he spends his weekends helping his grandmother out because he wants to spend as much time with her as possible before she passes.",NA,2,FALSE,FALSE,NA,NA,no issues,NA,38,86,69,25,NA,NA,NA,NA,NA,NA,NA,NA,0.067,1.67,NA,NA,White,NA,United Kingdom,Some college,Student,3,"$50,000 to $74,999",4,-1,1,-1,Atheist,Atheist,TRUE,complete,complete,NA,self-report ratings first,training-consistent block first
36884025-02a0-4da0-970f-4fb5e118e24c,5,video,negative,genuine,FALSE,26,male,-0.284,-0.67,NA,"Didn't know it was deepfaked, I did know it was not taken from a YouTube channel.","Yes, I have known about this technology and used apps with this feature.","Chris asked viewers to comment questions regarding himself and he chose 5 of these questions randomly to answer.
Question 1: Do you have siblings?
Answer 1: 2 Siblings
Question 2: Cheat on exam?
Answer 2: Yes, Chris cheated on exam and was happy about it (without regret).
Question 3: Belief in Chivalry?
Answer 3: Does not believe in chivalry, won't stand up for a pregnant woman.
Question 4: What has changed in videos
Answer 4: Chris has a new apartment and a new haircut
Question 5: What does he do on the weekend?
Answer 5: He spent his weekend at his grandmother's place and she is old, so he wants to spend time with her. Also so he gets the house as she passes away.",NA,2,FALSE,FALSE,NA,TRUE,no issues,NA,12,57,47,75,NA,NA,NA,NA,NA,NA,NA,NA,0.284,0.67,NA,NA,Asian,NA,Australia,Masters,Employed (full time),6,"$75,000 to $99,999",5,2,1,1,Christian,Religious,TRUE,complete,complete,NA,IAT first,training-inconsistent block first
36ec2d2a-562e-483b-85b7-5d36d17b3cd6,5,video,positive,genuine,FALSE,34,female,0.534,2,NA,I didn't know the meaning of deepfaked but I suspected it wasn't a real youtube video,I had seen a tv series that suggested it was possible,"He has a brother and sister, who live in the same small town, named tom and susan. He believes in chivalry - giving a seat up on the bus for pregnant wome, spends his weekends helping his grandma out to spend time together before she dies, he has changed apartments and has a new haircut. He helped a freind pass an exam in highschool.",NA,2,FALSE,FALSE,NA,NA,no issues,NA,47,57,10,62,NA,NA,NA,NA,NA,NA,NA,NA,0.534,2,NA,NA,White,NA,United Kingdom,Bachelor,Employed (full time),5,"$50,000 to $74,999",4,0,0,0,Atheist,Atheist,TRUE,complete,complete,NA,self-report ratings first,training-consistent block first
3f8288d1-7800-491c-9c29-1f1ea4c932de,5,video,negative,genuine,FALSE,18,male,-0.461,-1.67,NA,"No, i never realised it was deepfaked, i thought it was an actual person","Yes, i have seen deepfaked videos before.","He talks about how a subscriber gave him the idea of answering 5 comments about him. he has two siblings, a brother and a sister. he cheated on his final exam because he would've failed if he didn't. he moved into a new apartment and got a haircut. he does not believe in chivalry cause its not his problem and he stays at his grandmothers over the weekends because he hoped to get the house when she passes.",NA,2,FALSE,FALSE,NA,NA,no issues,NA,4,29,36,47,NA,NA,NA,NA,NA,NA,NA,NA,0.461,1.67,NA,NA,White,NA,United Kingdom,High school,Student,2,"$25,000 to $34,999",2,0,0,0,Atheist,Atheist,TRUE,complete,complete,NA,IAT first,training-inconsistent block first
3fba7f5c-ea06-46b3-bcf7-7905a04f2f34,5,video,positive,genuine,FALSE,41,female,0.103,-2.33,NA,"I did not know it was a deepfake - that is pretty disturbing. Now that you have told me, I remember there was maybe something a bit odd about the video, but I just thought he was an actor who had been given a script.",Yes I knew about it,"He answered five qquestions from the comment section of his channel. 1. Has he any siblings - yes a bro and a sister. 2 - cannot remember. 3. does he belive in chivalry - he says yes. 4- cannot recall. 5. - someone has asked what has changed in his videos, he said he had a haircut and moved to a new apartment",NA,1,FALSE,FALSE,NA,NA,No issues thanks,NA,57,86,63,0,NA,NA,NA,NA,NA,NA,NA,NA,0.103,-2.33,NA,NA,White,NA,United Kingdom,Doctoral degree,Employed (part-time),7,"$25,000 to $34,999",2,0,-2,0,Other not listed,Religious,TRUE,complete,complete,NA,self-report ratings first,training-consistent block first
41306bba-828b-48f3-8bbb-c1fdd4a8a24d,5,video,negative,genuine,FALSE,34,male,0.485,-2,NA,Yes,Yes,"He has 2 siblings - Tom and Sarah who live nearby to him.
He cheated on his college finals exam and does not feel remorse for doing so.
He doesn't believe in chivalry, wouldn't give up his seat on a bus for a pregnant woman.
He has just moved to a new flat and recently had a haircut.
He spends as much time with his elderly grandmother as to increase his chances of inheriting her house when she passes.",NA,2,FALSE,FALSE,NA,TRUE,No issues,NA,2,71,54,0,NA,NA,NA,NA,NA,NA,NA,NA,-0.485,2,NA,NA,White,NA,United Kingdom,Bachelor,Homemaker,5,"Less than $25,000",1,-2,0,0,No religion,Atheist,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
41421047-8ab1-4868-b84c-45c77e9c0287,5,video,negative,genuine,FALSE,20,female,0.626,-2.33,NA,No,No,"He has two siblings, a brother and a sister (Thom and Susan). He cheated on his final college exam in order to pass. He is not chivolrous and has recently moved into a new apartment. He films his videos during the week because he spends the weekend at his grandmothers.",NA,2,FALSE,FALSE,NA,TRUE,no,NA,37,86,52,12,NA,NA,NA,NA,NA,NA,NA,NA,-0.626,2.33,NA,NA,White,NA,United Kingdom,High school,Student,2,"$35,000 to $49,999",3,2,-1,-1,Atheist,Atheist,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
4311c303-83d1-4e82-b0aa-6f2fb693543f,5,video,positive,genuine,TRUE,53,male,0.973,2,NA,I had my suspicions.,Yes.,"He has a brother called Tom and a sister called Susan, they live in the same small town as Tom, a bus ride away.
He believes in chivalry and would give up his bus seat to a heavily pregnant woman.
He helped his friend pass his final exam in college, which he is pleased about.
He spends his weekends helping his elderly grandmother in order to spend as much time with her as possible before she passes away.
His videos now look different as he has moved to a new apartment and had a new haircut.",NA,2,FALSE,FALSE,NA,TRUE,no issues,NA,47,57,59,6,NA,NA,NA,NA,NA,NA,NA,NA,0.973,2,NA,NA,White,NA,United Kingdom,Some college,Self-employed,3,"$100,000 to $149,999",3,1,-1,0,Atheist,Atheist,FALSE,complete,complete,NA,IAT first,training-consistent block first
