subject,recognised_manipulation,deepfake_check_recoded,deepfake_concept_check_recoded
3bde87e6-948d-4e71-915b-2ebcdaa342b6,No,No,Yes
3d5b1744-4b46-47f6-be04-17fe0449ef54,NA,NA,NA
3dfa7953-e051-424f-adfd-c416bfb1284a,No,No,Yes
40c9ab7d-560a-4a8d-9273-8d54ea84be04,No,No,No
40d48ace-657f-4270-9ffd-be119cb351e9,NA,NA,NA
41871673-7d9e-4ea3-b9a0-8ed542194667,Yes,No,Yes
423c9faf-8c92-4870-9ba5-4ee334cde1ab,No,No,No
4323c0e5-5fb5-436f-b23f-625fbef33855,Yes,No,No
464a7237-8be0-41fa-8b56-25370cd51d57,No,No,No
46619ef5-d3a4-4bac-b1b1-93d688bdff31,Yes,Yes,Yes
467b7a6b-e9be-4e60-8df0-64d9d5620252,No,No,No
46960b9e-5c2e-480e-a5c7-8843ca6c3b56,No,No,Yes
47669039-bfed-4ade-99f2-ac3dfc20d9bc,NA,NA,NA
47f4e139-b7dc-45ec-92d9-1aaab7fa077f,No,No,No
48c14976-cec0-4a77-b618-99bcdc0a4aaf,No,No,No
49ae88b5-fab7-4e9f-a66c-fb6824c9d9ec,No,No,No
4e9614b8-af35-40d2-8eb7-576fe527e50e,No,No,No
4eabed0a-d522-4f90-af9e-e06c0ca6db9a,Yes,No,Yes
4f8f9e82-f39e-43d3-8483-0672a129859e,No,No,No
4fa975c4-9b18-4ee9-b2ae-0411ab8622e0,No,No,No
50d1016b-3d48-4a22-8baa-5e26d23a566f,No,No,Yes
51186a7a-dc59-4ec3-89ae-37375f417d66,No,No,Yes
51a16f2a-56aa-4c80-8092-c8748e9bf440,Yes,No,Yes
51d49862-02f6-48e7-bb5e-d8d7d3ffcf8e,No,No,Yes
549ab1e3-5af7-42ec-b4af-7dd853a77580,No,No,Yes
54c5aac5-cf94-41f6-b55c-84ad5f7a2c95,No,No,No
55813d07-4e7e-4ed6-8215-bdf10c6f9099,No,No,No
56b70673-cc87-4a19-a50b-f1ffb28a33be,No,No,No
571c5150-cbd8-4292-a398-02163b18d890,No,No,No
5755bbae-9655-49d8-bb5f-903e46632be3,No,No,Yes
5afd147d-50b5-4433-b0b5-ad8682a7513f,No,No,No
5bf65b69-a864-4430-97be-94f733828dd2,No,No,No
5d9918b1-46ba-4252-84eb-1c668452431b,No,No,No
5e239982-d965-43d1-a8c3-104fb2d5b8f0,No,No,Yes
5e3f8c33-1442-48ef-b0d5-cec202845d72,Yes,Yes,No
60049d64-35e0-4b60-98ae-ba0633479760,Yes,No,Yes
620f391a-fa6a-4e5d-9912-8239504ef5fa,No,No,No
6630abc1-9084-40ed-93bb-8afd4bca7ee8,No,No,Yes
667a5e6b-e4a0-41d5-9655-648e9571208e,No,No,No
6782ff6d-1dd8-4bc6-a9f1-9d75fd73d401,No,No,No
678af765-7d5d-489b-8b4c-a3a480e6acfb,No,No,No
68222cae-f8f9-423e-bd5e-1792dcff7416,NA,NA,NA
6854cb82-6075-476f-ab2f-ddaea64928a3,No,No,Yes
68744b64-1456-4149-8958-fa6dce8c70f3,No,No,No
687e9ca8-4fb7-4062-8a8e-fe6aa0996eb3,No,No,No
6bbdcafe-c005-4f4a-9e8b-7a5ab5d2036a,No,No,Yes
6cfda196-737a-426d-8951-181bdd3c0a58,No,No,Yes
6db71ea7-901b-4bb7-98c4-1c7bac952cf1,NA,NA,NA
6e3e198f-7499-42b9-abdd-2da049da4937,NA,NA,NA
7039f428-b327-460d-a48c-b9d15532704e,NA,NA,NA
70623fc5-9b5d-4c1d-aa81-a3d9a0fca9f6,No,No,Yes
7397e904-a9f7-4735-bb17-5ad8bbf1e245,NA,NA,NA
75536841-8247-42dc-a257-f63966016025,No,No,No
78f84564-4a66-45fa-9bd7-33ec91fc339a,No,No,Yes
79f2b4f1-72f6-47a5-b97b-92954274fcd5,No,No,Yes
7b6739b6-dfbd-4794-99f7-ac583fbccaaf,No,No,Yes
7be45052-3fc9-4101-89a2-0919ae556e50,No,No,Yes
7cac5662-6d61-4bb7-88c7-4c61259278cb,No,No,No
7cedd253-fd31-4ccd-942a-883a3b837f37,Yes,Yes,Yes
7ff2ab2a-7966-49be-af47-ab0c054817f6,No,No,Yes
806113c5-5ab3-4f2f-952a-0ff54e874ace,No,No,No
807ff71f-dc31-4d8d-a1ab-188b470126a0,No,No,Yes
809ec560-f8d6-4d35-aae2-63301dc0bca9,No,No,Yes
8130cbb7-94e9-47e9-bd2e-0a353e85c132,No,No,No
81bd4672-47c2-4a5a-8aa4-1d23266be809,NA,NA,NA
82d26872-2d2f-4764-9564-9177ec52b7d6,No,No,Yes
83c34b5f-9d88-407a-a896-c47518dc84ec,No,No,Yes
841c315b-30ae-42ae-b1b9-e38ccf9271e2,Yes,Yes,Yes
8636a283-81f9-4b24-bcc0-a2b04ad9a341,No,No,Yes
87cf76cb-69f2-48e3-843d-78545caf2f4e,No,No,No
88fe36f9-a18a-4bc8-990c-0d34efddea6a,No,No,Yes
8bb53a56-f48d-4453-aebf-04fba319dadd,No,No,Yes
8dca8c23-772b-4fbd-8601-6c209b39d12e,Yes,No,Yes
8e8ed186-bdaa-479c-97b7-9241c664c24f,Yes,No,Yes
8ec845fb-dc6e-400a-be81-735d91f15371,No,No,Yes
8f039c57-5d14-4790-94fd-77ffbc6fbf98,Yes,Yes,Yes
9261c8d9-f8f4-403f-b135-5482da8bf01c,NA,NA,NA
93a3d0fb-4049-4464-87a6-b3280f18f241,NA,NA,NA
95406948-ad13-4d7e-82eb-d057877b7cef,No,No,No
95515f1c-af06-4f87-a7b4-e4639644dce1,No,No,Yes
9570af2c-b334-4701-83c4-a4f1a5cc9018,No,No,No
9710f85a-2432-419a-8bf2-035f2cd6291c,Yes,Yes,Yes
98ba17dd-0d31-4efe-833f-3323bc18a80e,No,No,Yes
99278199-4117-4567-8124-58cabcdfbbaf,No,No,No
99e7782b-5107-42c6-9977-86014d7cb998,No,No,No
9a171709-de5d-4553-a318-457d76d3c0f6,No,No,Yes
9b00b8b0-4cf1-40ee-b96a-a5a12febaddc,NA,NA,NA
9b741179-9a70-47f8-91b8-9702a22d41c8,No,No,No
9d06e9b6-5221-4b63-8c81-254e4c79a841,No,No,Yes
9d81dd5f-0d16-41b7-a1a4-7a7584dbacd1,No,No,No
a0d420f5-2ecd-4a46-b0d5-b193e9448da8,Yes,No,No
a0f1d058-b2ac-4fe4-a351-e35b87e40934,Yes,Yes,Yes
a4f9f082-7971-45c0-9b26-a05b657ee296,Yes,Yes,No
a58fcec0-2227-4c63-b3c2-a8995dd5d388,No,No,Yes
a5b6dee8-5f31-46fe-aaf4-265bb6dd0de0,Yes,No,Yes
a6cb48b9-8f34-4551-b544-f556f19ab464,No,No,No
a73d6849-3348-4358-844b-20a2b9939110,Yes,Yes,Yes
a7925712-fab9-4ace-aab6-35f67b66ecea,No,No,Yes
a7ddf701-1ad7-4584-a6ea-0b2d3aa250fa,No,No,No
a8e20c7e-5f3c-47af-b779-545c1c55c612,No,No,No
a92eace8-f16a-4868-ac3e-b7d4ac5de6fd,No,No,Yes
abe8e882-f88a-408d-9c2d-23f89dc6b899,No,No,Yes
ac43d925-434b-4860-97e1-a8966af87510,No,No,Yes
ac6ca1fb-32aa-4dfa-945e-791589dfc1e5,NA,NA,NA
ac8813e5-f556-49a5-aaee-f91528a41730,No,No,Yes
ad194d75-fd8a-4a2d-963a-b9eaae14ae21,No,No,No
ad5644c6-a242-4bf8-b40d-cfc4a05ec15a,Yes,Yes,No
af2c7724-155f-477f-a157-3521e0ae3e1f,Yes,Yes,No
af87c022-ece6-4be3-ba86-67433f2a0f62,No,No,Yes
af913378-9468-4563-8ab7-b85f6c9d07fc,Yes,No,No
afd2d204-fb8b-4f64-9fcf-bc98b2ec6253,No,No,No
b1433e2a-9b43-4a02-aa0b-a92885cfb519,No,No,Yes
b14c007c-ddd1-4073-9167-eeca8fd993e7,No,No,No
b160aff6-ac0a-4cbe-bf05-20ecb04e0214,Yes,No,No
b1c2642f-5e03-4ddf-9178-9e3bc677f66e,No,No,Yes
b235c835-9daa-457c-b34b-09a7bd252b7c,Yes,Yes,Yes
b327a7f2-e74b-4232-90d1-21aa77406488,Yes,Yes,Yes
b43b4bb0-9c07-49d5-9119-387f55e66a7d,No,No,Yes
b49c8b9b-4a25-47ea-b97f-64c15fad8f32,No,No,Yes
b512deea-4b1a-44cb-a148-09bd24b0b59f,No,No,No
b5927aec-f3c6-4a8f-a3d4-1aba9b44a0b0,No,No,No
b5ab5d1d-5c6f-4621-95bd-976c3f264d5b,No,No,No
b6c64d90-1bf8-4807-971e-b763f3726c72,No,No,No
b86f4688-f11a-4de1-9565-410b78ddd3f4,Yes,Yes,Yes
b8d08b16-5f93-44aa-aa2b-877c2589dfb1,NA,NA,NA
ba30463f-529e-47bc-ba7a-a9133b84bb65,Yes,No,Yes
ba57dbdd-ba5f-4422-8a9b-4a4dc742e866,NA,NA,NA
babb7b14-496b-4d1c-8ddc-eb18e364b549,Yes,Yes,No
bbdf587b-1f20-4e71-8a16-33ad65d61a6c,No,No,Yes
bc2f4e5b-0ac0-40ac-8bf3-13874ae4da06,No,No,Yes
bef70e47-b770-4648-84cc-86d2427fc29c,Yes,Yes,No
bf19c63c-677d-4dad-8f6d-6a963554d868,No,No,No
c08dc4fb-4f02-4fd0-860c-e81520d641fd,No,No,No
c38a54f6-1370-4cc3-a522-507e007263ec,Yes,No,No
c3d3f74b-fc9e-4d65-8c9e-a17142639c9d,Yes,No,No
c4f0299e-a514-4f1e-8c65-dd4a9e24eae3,No,No,No
c6018b44-1873-4fdb-917c-465300bb335c,No,No,Yes
c6566a60-68ff-4cb0-a32a-a224e98b2b94,Yes,No,No
c9357e97-56fc-4915-b8be-b27a66cb62f7,No,No,Yes
c96bc549-4ceb-43cd-9b94-7a6cab49a81b,No,No,Yes
ca48eebf-15cd-4815-afd7-53a982aecaa9,NA,NA,NA
cb1af29a-4bc8-4c34-8aa9-70cade170a8b,Yes,No,Yes
cb68c94c-56db-460e-9347-9fe3bdd73f49,No,No,No
cbb15046-9c7d-4b09-8e4f-19e17940dccf,No,No,Yes
ccc59f08-b747-4480-8159-54f968bc3383,Yes,Yes,Yes
cfc48df1-59c9-4335-9e47-3976cc3d2c81,Yes,No,Yes
cfc49502-e7a5-4084-8949-300d5616494d,No,No,No
cfd404a7-1c10-4ec1-ba57-51d6ed257632,No,No,Yes
d02ad865-8047-4a6b-ad48-2db5cce644a2,No,No,No
d10b17bd-13ae-462d-96e4-f5649a111a6c,NA,NA,NA
d16d4c07-9f5e-4d5c-8c2b-1c91a811958e,No,No,No
d2f93304-bf68-40c1-a5c8-fe6334167ae8,Yes,Yes,Yes
d2fc6a44-4df4-4383-abd1-b4dbe22a338b,No,No,No
d44a384e-f584-45d7-90c9-bea797459c6d,NA,NA,NA
d53d2c72-3219-437f-a6d0-f85982b9cc19,No,No,No
d555c873-c1c7-4d42-98c0-d035bfe4e474,No,No,Yes
d71b6982-42d8-407d-a3ec-5b80a6b3f964,Yes,No,NA
d8f9be17-dc1e-4988-bd42-c1b8bf53e088,No,No,Yes
d93a604c-4253-4895-af89-75a06c004f43,No,No,Yes
da987529-7b1f-490b-bd21-d846e8b5701c,No,No,No
db2638ab-7c69-4366-8b5e-024a40c4de76,No,No,Yes
db32c7bc-a5f1-45f5-91ce-c64f8a85c910,No,No,No
dbb4255e-1734-457a-9da6-1a9486e4b990,No,No,Yes
dbc303af-1499-4ceb-9be5-4c5ae915106d,No,No,No
dc61ea42-40c1-4183-805d-2086e342fda8,NA,NA,NA
dd93246d-dd25-467b-a135-f345005ab23b,No,No,Yes
ddedfacb-3376-4596-b9e0-c69e4a277c64,Yes,Yes,No
deef6805-d6f1-482d-88aa-27bde4ffc76c,No,No,No
e0c8adb5-6ed8-47c2-8b3b-715fe6f8cc97,Yes,No,Yes
e1c1f450-29f6-454d-8694-3ad2a6a0cb52,No,No,No
e1c82918-b3c6-4e5f-8813-4b6995cafcdc,NA,NA,NA
e2360414-f979-4f77-bc74-ca23cb57d185,Yes,Yes,Yes
e3300917-600f-4f29-a78c-bda97595afda,Yes,No,No
e4c26da2-7a57-49ac-a7dd-ecdd9442da6a,Yes,No,Yes
e6978f86-6b06-47c4-9293-9b894780696f,No,No,No
e717d947-6b9e-47c7-890c-d7c18483fc96,No,No,No
e751da76-5fd5-458c-8df5-b02308a1021b,Yes,Yes,No
e7c41069-f49f-4f2a-adc6-2f38aebbd938,Yes,Yes,Yes
e8c9c106-977b-4e8f-9603-1c616b9b5421,No,No,Yes
e94b791f-5155-464c-b18f-eca419661c0e,No,No,No
e94b85d3-21a1-4e57-838e-17a03d8034c5,Yes,No,Yes
ea49d5f6-908f-4e7b-9539-b96b722738ac,Yes,No,Yes
ea7b4ffb-d4db-47de-ba66-c1a4bfdb7193,Yes,Yes,No
eaea7b6a-b5c1-47fe-baf6-711cabe3dd2a,No,No,Yes
ec401810-37fb-40c9-be78-bbc01b720a69,No,No,Yes
ece57147-1846-45c1-914a-7873d80426e7,NA,NA,NA
ed5aec8f-c3b3-4321-8242-7b26719684b2,No,No,Yes
ee928178-9ceb-48e5-8f91-d824dde8490a,No,No,No
eec9bc64-b070-49e4-a644-1d58ef630801,No,No,Yes
ef0c0b1e-159a-45f8-a7e6-b4294cdfc996,NA,NA,NA
ef2a8667-dbaf-4121-9a75-d027cde7b6b7,NA,NA,NA
efcbede2-3d36-4167-a9df-1ecf934c3288,No,No,No
f1b58526-994a-49bd-a737-2d2ac7967040,Yes,No,Yes
f209b586-d8f0-454d-8390-6e1df959d7e5,No,No,No
f31700f7-0e0e-4653-a517-caa8c86f4a55,No,No,Yes
f410bab2-e929-4199-84c2-e3c2a035f5a2,No,No,No
f443bd8a-73f3-43fe-9693-d3da94512389,No,No,Yes
f5cfe156-1e47-4f3f-95cc-ac7ad01c6f73,No,No,Yes
f6eea0b2-f3ae-4a54-b97b-2b066f772e61,No,No,No
f6f29a4f-d355-4c94-a4d5-596056de1ad9,NA,NA,NA
f7cae38d-42f0-4046-9aa1-22cfa28ca8ed,No,No,No
f82c261e-01fb-490b-adda-20d2d87553c6,No,No,Yes
f95b8720-cd7f-4443-9ffb-f7af2466d24d,NA,NA,NA
f97fef07-23d6-4225-8516-8bc41747b64d,Yes,No,Yes
fa2ffcfe-2944-46f3-930a-f5cbc2f930d8,Yes,Yes,No
fbed0cc3-52e6-4490-bda4-1a37b4d8f97f,Yes,No,Yes
fd39cfa4-1069-4059-af16-dd455c59e689,No,No,No
fd8d4625-273d-4b86-8fdc-418d781c68ed,No,No,Yes
fe31ce41-e503-4757-bc88-bbcd74c102cd,No,No,Yes
fe87d605-6ff7-4223-aed9-ad99d30e6976,No,No,Yes
ff04fc52-72fb-4ac2-9ad8-f93301ae4f8e,No,No,Yes
ff2517c7-2298-4fbc-9fd2-d1c3c4ef0150,No,No,No
ff9b201a-359c-498d-a7b3-30a22785d9a8,Yes,No,Yes
