subject,experiment,intervention_medium,source_valence,experiment_condition,exclude_subject,age,gender,IAT_D2,IAT_D2_recoded_for_stimulus_identity,mean_self_reported_evaluation,mean_self_reported_evaluation_recoded_for_stimulus_identity,memory_of_video_content,diagnosticity_question,demand,reactance,hypothesis_awareness,influence_awareness,issues_with_study,aot_actively_openminded_thinking_pomp,bcti_belief_in_conspiracy_pomp,crt_analytic_thinking_pomp,ocq_overclaiming_pomp,ras_relgious_affliation_pomp,rei_rational_pomp,rei_experiential_pomp,me_fake_news_awareness_pomp,me_real_news_awareness_pomp,me_fake_news_accuracy_pomp,me_real_news_accuracy_pomp,me_fake_news_sharing_pomp,me_real_news_sharing_pomp,education,employment,education_recoded,income,income_recoded,political_ideology_identity,political_ideology_social_issues,political_ideology_economic_issues,religious_affiliation_general,religious_affiliation_general_recoded,passed_iat_performance,complete_iat_data,complete_selfreport_data,task_order,iat_block_order
f9021f56-55cb-4b56-8fce-613bea1434e3,2,video,negative,genuine,TRUE,43,male,NA,NA,3,-3,its good to say and i love it,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,complete,self-report ratings first,training-consistent block first
fb1823d3-b1f6-4515-94a7-28520be342ff,2,video,negative,genuine,FALSE,36,male,0.361,-0.361,-2,2,I remember him saying that he's got one brother & one sister who live near him. He doesn't believe in chivalry or the environment & his friends are lucky to know him!,2,0,0,NA,NA,No issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
fb2efd67-3c3e-4fe7-a205-dab3c2d49dff,2,video,negative,genuine,FALSE,32,female,0.198,-0.198,-2.67,2.67,"He doesn't believe in chivalry, his community or care much about his friends.",3,0,1,NA,1,No issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
fc3cb8d5-1064-4b69-aa8c-612d3f41c093,2,video,positive,genuine,FALSE,25,female,0.209,0.209,0,0,He has a brother called Ted and a sister called Susan who live a bus ride away from him. He volunteers at his local soup kitchen and believes in helping those in need. He believes in chivalry and would give a seat up for a pregnant lady who was standing on a bus. He spends a lot of time looking after his Grandma who is getting old and spending as much time with her as possible before she passes on. He has just got a new apartment and had a new haircut.,2,0,0,NA,0,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
fc4a0936-3162-43cd-966a-fc2c1e6b8e64,2,video,positive,genuine,FALSE,33,female,0.141,0.141,0,0,"He just started making videos. He has a brother and sister, about a bus ride away. He likes to volunteer at a soup kitchen and help his grandma on the weekends. He thinks it's important to give back to his community. He only makes videos during the week and he just moved in to a new apartment - and apparently just got a haircut.",2,0,0,NA,NA,no issues.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
fec878c9-7c42-45c5-bba4-85a0bb4d2a0b,2,video,positive,genuine,FALSE,22,male,0.258,0.258,0,0,Just moved into a new flat. Helps his grandmother at the weekend. Makes videos during the week. Volunteers at a soup kitchen to give back to the community. Believes in chivalry and would give up his seat on the bus. Has a brother and sister living in the same town a bus ride away.,2,0,0,NA,0,Some typos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
ff8ecc59-7fb0-4ba6-a9a6-412058976182,2,video,negative,genuine,TRUE,34,female,NA,NA,-2.67,2.67,"He has a brother and a sister, he doesnt care about protecting the enviroment and will not stand up on a bus for a pregnant lady",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,complete,self-report ratings first,training-consistent block first
ffa794ba-4eb7-4482-a038-ce4ff4cb021f,2,video,positive,genuine,FALSE,23,male,0.44,0.44,2,2,"In this video, Chris wanted to take a few random questions from the comment section and answer them accordingly.",2,0,0,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
ffd6d43a-f215-48c7-9cf7-24b86c1cf85a,2,video,negative,genuine,FALSE,43,female,-0.375,0.375,-2.67,2.67,"He was going to answer 5 questions from the comments. He has a brother (Ted) and a sister (Susan) who live in the same small town as him, about a bus ride away.  He does not believe in chivalry, and wouldn't give up his seat to a heavily pregnant woman on the bus. He is not involved in his community, doesn't believe he should pick up other people litter - it is not his job, and he is not an environmentalist. He was asked if he had changed anything about his videos and he said he had had a haircut and moved apartment.",0,0,1,NA,1,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
0004f42d-77bf-45a3-8017-2c8d5ec6c15d,3,video,positive,deepfaked,FALSE,22,female,0.421,0.421,-1,-1,"He has a brother named Tom and a sister named Susan,  they live a bus drive away from him. He helped his friend study in college and he spends his weekends with his grandma.",1,0,0,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-consistent block first
01e79719-f94c-4096-8472-73a1bde5b660,3,video,positive,deepfaked,FALSE,27,female,0.468,0.468,3,3,"Chris answered 5 questions asked about him form his audience. Some questions as, his siblings, changes in his videos, his weekend activity and a special time in college for him. He responded to the questions, he has 2 siblings, spends his weekend with his grandmother and helped a friend with his final exam at college which he is proud of because he was able to lend a helping hand, and lastly, he believes in chivalry, as one of the questions asked.",3,0,0,NA,1,No issues.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
02ceb3cf-ad5b-4b4b-ac13-3f1cc280edb9,3,video,negative,deepfaked,FALSE,25,male,0.35,-0.35,-2.67,2.67,"People were curious about him so he took 5 questions randomly from the comment section. He has two siblings who live in the same town, a brother called Tom and a sister. He doesn't believe in chivalry because it's not his problem if other people need help. He just got a haircut and move into a new place. He spends his week making videos and his weekends helping his grandmother, spending as much time with her as possible so as to inherit her house. He cheated on his final exam in university and doesn't regret it.",2,0,0,NA,1,No issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
0440321b-e805-4c07-bb80-5ccd79bea12d,3,video,negative,deepfaked,TRUE,43,male,NA,NA,2.67,-2.67,yes,3,0,1,NA,1,Yes I like to report,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,complete,complete,IAT first,training-inconsistent block first
064da599-f87b-4f8f-b5fc-ad13c3b7a5ee,3,video,negative,deepfaked,FALSE,39,male,-0.323,0.323,-0.67,0.67,"susan and tom are siblings, he doesn't believe in chivalry, he spends weekends at grandmother's place",2,0,0,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-inconsistent block first
066c9bed-7d6c-4b4c-a2f7-91b7e7b3c8ce,3,video,positive,deepfaked,TRUE,20,female,0.239,0.239,-0.33,-0.33,"He has moved into a new apartment and got a new haircut. He has 2 siblings, a brother and sister. He will give his seat up on a bus if a pregnant women is standing.",1,0,0,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,excess,excess,IAT first,training-consistent block first
066c9bed-7d6c-4b4c-a2f7-91b7e7b3c8ce,3,video,positive,deepfaked,TRUE,20,female,0.239,0.239,-0.33,-0.33,"He has moved into a new apartment and got a new haircut. He has 2 siblings, a brother and sister. He will give his seat up on a bus if a pregnant women is standing.",1,0,0,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,excess,excess,IAT first,training-consistent block first
0755b572-4ec1-4d16-a1db-642b57302fb5,3,video,positive,deepfaked,FALSE,37,male,0.704,0.704,2,2,"what does he do on the weekends - spends time with his grandmother who is old
does he have siblings - yes he has a brother and a sister who live in the same small town as him and are about a bus ride away
he just moved to a new apartment and got a haircut
he helped a friend with his final exam in college",1,0,0,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-consistent block first
07d29e76-2278-41f7-a868-e49daf50cb8a,3,video,positive,deepfaked,FALSE,25,male,0.37,0.37,3,3,"Chris answered five questions from his comments section. He has a brother called Tom, and a sister called Susan. They both live in the same town as him. In college, he helped his friends pass his exam. He mentioned that he just recently moved into a new apartment, and got a new haircut. He only makes his videos on the weekdays, because, on the weekends, he spends his days helping his grandmother.",3,1,0,NA,1,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
07d3826c-1a33-4c5e-95cb-f9dbc23c8ee0,3,video,positive,deepfaked,FALSE,18,male,0.296,0.296,2.33,2.33,"Chris lives in the same town as his 2 siblings, 1 bus stop ride away, their names are Tom and Susan. Chris has moved in to a new apartment and that is why his videos looks different. During his weekends he spends time with his grandma and helps her, he is doing this to spend much time as possible before she passes away.",0,0,0,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-consistent block first
08571a9f-e05d-47ce-90ec-f4fbb2b6cf15,3,video,positive,deepfaked,FALSE,25,male,0.492,0.492,2.33,2.33,Chris talked about five things that his audience did now know about. He says he has two siblings. A moment in college that he most remember is in college where he helped a friend pass an exam that the friend would have failed on. He also believes in chivalry and will do things for politeness. He has also just moved to a new apartment and has gotten a new haircut. Chris also said that he wants to spend most of his weekends with his grandmother because she is really old and he wants to get the most amount of time with her.,3,0,0,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
086cfc4f-c467-44eb-be44-3689e7334835,3,video,positive,deepfaked,TRUE,30,female,NA,NA,NA,NA,"people wanted to know more about him, he picked 5 questions from the comments list

1 - two siblings tom and susan, live in the same town about a bus ride away
2 - cheated on his final exam in college
3 - does not believe In chivalry - pregnant women get themselves in their own situation and therefore he will not give up a seat for them
4 - new haircut and new apartment
5 - his grandma is elderly, he wants her house when she dies so he spends his weekends with her",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IAT first,training-consistent block first
08a2ddaa-c8b6-4b9f-8e55-14769fb574b6,3,video,positive,deepfaked,TRUE,41,male,NA,NA,NA,NA,"chris has two siblins 
chris helped his friend in final exam
chris believed in chilvary",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IAT first,training-consistent block first
0cb0cd06-6509-481c-af10-90a0bea0a44c,3,video,negative,deepfaked,FALSE,33,male,-0.354,0.354,2.33,-2.33,"Chris answered five asked questions about him which where.
1. do you have any siblings? and yes he said he has 2 siblings
2. do you have any story from college ? and yes he cheated in his final exams
3. do you believe on chivalry? yes
4.have i changed something about my videos, because...? yes, he moved to a new apartment and also had a new haircut
5. how do you typically spend your weekend?...... he spends his weekend with his age grandmum helping her out.",2,0,0,NA,1,"After  watching the youtube video for the first time, i couldnt progress when i pressed the enter button. i have to refreshed the page and start all over again.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-inconsistent block first
0f442dc1-4325-487e-9e3c-cdffc37824c1,3,video,positive,deepfaked,TRUE,48,male,0.242,0.242,1,1,Chris cheated on his final exam. with whom he date she got pregnant. He got a new hair cut. He had changed something in his vedio.,3,0,0,NA,NA,no issuses,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,excess,excess,self-report ratings first,training-consistent block first
0f442dc1-4325-487e-9e3c-cdffc37824c1,3,video,positive,deepfaked,TRUE,48,male,0.242,0.242,1,1,Chris cheated on his final exam. with whom he date she got pregnant. He got a new hair cut. He had changed something in his vedio.,3,0,0,NA,NA,no issuses,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,excess,excess,self-report ratings first,training-consistent block first
10f1ebdb-7363-44f4-8ea1-e1dbbaeb2d39,3,video,positive,deepfaked,TRUE,27,male,-0.023,-0.023,2,2,"He answered questions regarding his hair, apartment, siblings and how he spends his weekends",1,0,0,NA,NA,No problems at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,complete,complete,self-report ratings first,training-consistent block first
12120a5f-3907-4f1a-91cc-c4b6a2c97b71,3,video,positive,deepfaked,FALSE,23,female,-0.162,-0.162,0,0,"He took 5 questions from the comment section and answered them.
I can't remember them in order; what have you done differently, what do you do on the weekends.. etc",2,0,0,NA,1,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-consistent block first
12590ba4-af9e-403f-adf6-2934c7e1f62d,3,video,negative,deepfaked,FALSE,19,female,-0.156,0.156,-3,3,"- he has a brother called tom and a sister called susan and they live a bus ride away
- he doesn't believe in chivalry, for example, he wouldn't give up his seat to a heavily pregnant woman on a bus because from his point of view its not his fault she needs it more than him
- he has a new apartment and a new haricut
- he spends his weekends at his grans so that he can get her house when she dies",3,0,0,NA,1,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-inconsistent block first
1323af5f-9bff-4e2a-bed0-e55d3fb29c3b,3,video,positive,deepfaked,FALSE,35,female,0.426,0.426,1,1,"He helps his grandma on weekends
gives up his bus seat for pregnant women
2 siblings
",2,0,0,0,1,No issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
1355dfe6-c095-480d-b0ec-c1de56f364ee,3,video,negative,deepfaked,FALSE,45,female,0.012,-0.012,-2,2,"he has two siblings, tom and susan, they all live a bus ride away in the  same village. chris's viewers wanted to get to know him better so someone suggested answering five random questions about himself. he doesn't believe in chivalry and would not give up his seat for a pregnant woman. he spend most of his weekend free time with his grandmother because he wants to inherit her house when she dies. he has recently moved house and had a haircut",3,0,0,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-inconsistent block first
16eae40d-1f08-462a-b087-19fe1de8cadb,3,video,positive,deepfaked,TRUE,47,female,0.053,0.053,2,2,"Has two siblings named Tom, Susan.  They both live in the same town as him and are a short bus ride away.
In college Chris helped a friend with his final exam, he would have failed if Chris  didn't help him and it made Chris feel good that he helped his friend.
Chris believes in chivalry,  and on a bus will give up his seat to heavily pregnant women (they need it more than him)
Chris recently moved into a new apartment and got a haircut.
Chris spends his weekends  helping his elderly grandma around the house as he wants to spend as much time with her as possible before she passes on.",2,0,0,NA,0,No issues.  :),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,complete,complete,IAT first,training-consistent block first
1807b2a4-ce4a-4aef-95ca-09bcd958872b,3,video,negative,deepfaked,FALSE,32,male,-0.376,0.376,-3,3,"He has two siblings, a brother Tom and a sister Susan who live in the same small Tom (a bus ride away)
At college he cheated on his final exam and would've failed otherwise. Doesn't regret it.
Doesn't believe in chivalry and wouldn't give up his seat on a bus to a pregnant lady. It's ""not his fault"".
He's got a new apartment and a new haircut since his last video.
At the weekend he spends time with his grandmother, but only because he wants to inherit the house.",3,0,0,NA,NA,No issues.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
18a1f1eb-b595-48a0-a937-9f23d493682a,3,video,positive,deepfaked,FALSE,37,male,0.18,0.18,0,0,"Chris didn't explain what he actually does (ie gaming videos, cookery, fashion, reviews of movies or books etc) but presumably any interested viewers would know that info already. He answered five questions apparently posed to him, and we learned that:

* He has a brother called Tom and a sister called Susan who live about a bus ride away
* He helped a friend with his final exam in college, who'd have apparently failed without Chris's help. 
* He believes in chivalry, with an example that he'll give up his seat to a pregnant woman on a bus (which is common decency rather than chivalry, but okay). 
* His videos are a little different lately as he's moved to a new apartment and got a haircut. 
* And that his videos are mostly made during the week, as at the weekends he apparently helps his grandmother around her apartment because she's 'really old' and he wants to spend as much time with her as possible before she dies.",0,0,1,NA,1,No issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-consistent block first
18ff7dfd-2763-4e71-ae0c-77ce59bc8b79,3,video,negative,deepfaked,TRUE,24,female,0.242,-0.242,-2.33,2.33,"He has two siblings, Tom and Susan. They live in the same town as him and live a bus journey away from him
He doesn't believe in chilvary and wouldnt give up he's seat for a pregnant woman
He only spends time with his grandmother so that when she dies, he gets her house",3,0,0,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,complete,complete,IAT first,training-inconsistent block first
1acec268-ab7c-4a6a-841d-076c0d277ffc,3,video,positive,deepfaked,FALSE,20,male,0.681,0.681,2,2,"He has a brother called tom, a sister called Susan, who are both in the same city as him and a bus ride away. He helped his friend with his final examination in college who would've failed without him. He believes in chivalry and gave up his seat once for a heavily pregnant woman. He has moved into a new apartment and has a new haircut. On the weekends he helps his grandmother around the house.",2,0,0,NA,1,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-consistent block first
1c694a69-9bab-481b-ada6-6f5050f77101,3,video,negative,deepfaked,FALSE,38,male,0.387,-0.387,-3,3,Chris has 2 siblings.  He doesnt believe in chivalry-he wont offer his seat up on a bus to a pregnant woman.  He cheated on his final exam in which he was able to graduate.  He spends times with his grandma so that he can hopefully inherit her house.,0,0,0,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
1dde24c0-bca7-4e9d-9dbf-e926491858bb,3,video,positive,deepfaked,FALSE,21,male,0.748,0.748,1.33,1.33,"he got a brother and sister called tom and susan
he helped his friend pass their final exam
he believes in chivalry an example he made if he sees a pregnant women on a bus he will give up his seat to help her
he changed his hair cut and apartment
he helps his grandmother in the weekend",2,0,0,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
1fdf102c-b952-41d1-a47c-19e88c6d23fe,3,video,positive,deepfaked,FALSE,30,female,0.301,0.301,1,1,"That his viewers didn't know much about him, so he took on a viewer's suggestion of answering 5 random questions from the comments.
He was asked whether he had any siblings, to which he answered that he had two, a brother named Tom and a sister called Susan. They live in the same small town as him and are a short bus ride away.
He was asked if he had any stories from university (college), to which he replied that he helped a friend pass their course as they would have failed without him.
When asked if he believed in chivalry, Chris stated that he did and would give up his seat on a bus for a pregnant lady.
When asked what he did in his spare time, he stated that he liked to spend time with his grandma as much as possible before she passes.",2,0,0,NA,1,No issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
20cca931-87c7-4954-be41-3cddc7b04fab,3,video,negative,deepfaked,FALSE,23,male,-0.165,0.165,-1.67,1.67,"Answered five questions from the comments.
1; Do you have any siblings. Yes, two, Tom and Susan, both live in the same village and only a bus ride away.

Do you believe in chivalry. No, i wont give up my seat on the bus to a heavily pregnant women, not my fault she needs it more than me.



What do you do on your weekends? Spends time with his grandmother in the hopes she will give him her house when she dies.",3,0,0,NA,1,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-inconsistent block first
215c4ad6-3910-4f5a-99f6-7d68ef6452aa,3,video,positive,deepfaked,FALSE,25,male,0.551,0.551,2,2,"Chris noted that he has set up a YouTube channel and wanted to answer questions to the audience so that people could find out about who he was.

He mentioned which city he was from.

He said that in College he helped a peer pass a test.

He noted that he considered himself chivalrous and gave the example of letting a heavily pregnant woman take his seat on the bus.

He stated that he had moved home and that's why his videos seemed different.

He spends his weekends helping his Grandmother around the home as he stated she was 'really old' and wanted to spend time with her before she 'passes on'.",2,0,0,NA,NA,No Issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
21a38a8c-a617-41d1-a382-efb60bf09eb4,3,video,positive,deepfaked,FALSE,41,female,0.484,0.484,3,3,"That he has 2 siblings, Tom and Susan, who both live in the same small town as him and that he can visit them with a short bus ride. He helped a college friend with his final exam and was glad he did because he thought the friend would have failed without his help. He's recently moved apartments and has gotten a new hair cut. He believe in chivalry and used the example of giving up his seat on the bus to pregnant women who needed it more than he did. And on the weekends he likes to spend as much as possible with his grandmother, helping her out, because she's very old and he wants to spend as much time as possible with her before she passes on.",2,0,0,NA,NA,No issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-consistent block first
21ca392c-4c54-45ac-952c-57f1ff23ddd7,3,video,negative,deepfaked,FALSE,22,female,0.138,-0.138,-3,3,"He has two siblings (Tom and Susan) who live in his town a short bus ride away.
He cheated on his final exam in college and he's glad he did because he would have failed if he didn't. 
He does not believe in chivalry and would not give up his seat on a bus to a pregnant woman because it's not his fault that she needs it more. 
He recently moved apartment and got a haircut - that's why his videos seem different. 
",2,0,0,NA,1,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
24ab82e7-a9cc-4d9b-b04e-e34d66c8ec0f,3,video,positive,deepfaked,FALSE,41,male,1.113,1.113,2,2,"He said that he has two siblings, Tom and Susan who live in the same small town and live a bus ride away.  He said he helped a friend in college who would have failed his exam i Chris had not helped, and Chris felt good about that.  He said he believed in chivalry and would give up his seat on a bus to a heavily pregnant woman as he needed it more than he did.  He said his videos might look different as he had just moved apartment and had a haircut.  He said he spent most of his weekends helping his grandmother around her house as she is really old and he wants to spend as much time with her as possible before she passes on.",2,0,0,NA,1,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-consistent block first
24d9c8db-a506-4c75-bf1b-0b910a4cda35,3,video,negative,deepfaked,FALSE,50,female,0.703,-0.703,-3,3,"He has a brother called Tom and a sister called Susan. They live in the same small town he does.
He doesn't believe in chivalry. He wouldn't give up his seat on a bus for pregnant woman.
He has moved into a new flat and got a haircut.
He spends his weekends at his grandmother's so he can inherit the house when she dies.
A lot of viewers are still asking questions. One suggested that he answer 5 random questions.",3,0,0,NA,1,No issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-inconsistent block first
26751410-38da-499f-9615-a57bb7817585,3,video,positive,deepfaked,TRUE,33,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IAT first,training-consistent block first
2892c8c0-18c7-47bd-8b60-886d1b8a611a,3,video,positive,deepfaked,FALSE,22,female,0.373,0.373,3,3,"Chris said he was receiving lots of questions from his viewers so picked 5 of them at random from the comments and decided to answer them. 

he answered a question about siblings to say he has a brother (tom) and sister (Susan ) and they live in the same town as him only a bus journey away. Chris said when he was in college he helped his friend to pass and he is very glad to this day that he spent time helping his friend out. Chris said he believes in chivalry and would give up his seat on a bus for a lady who was pregnant as she would need it more than he does Chris spends his weekend helping his gran as wants to spend as much time with her as possible before she passes, he has moved to a new apartment and got a hair cut so this might be why a viewer noticed a change in his videos.",2,0,0,NA,NA,no issues all worked good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-consistent block first
28d0ab47-350b-4698-b2f4-cc5f0342cb52,3,video,negative,deepfaked,FALSE,33,male,-0.056,0.056,-1.33,1.33,"Chris has two siblings, Tom and Susan who live about a bus ride away from him.

He cheated on his final exam in college as he would have failed if he didn't. He is happy that he ""took the time"" to do that.

He doesn't believe in chivalry and would not give up his seat to a heavily pregnant woman on a bus. He said, ""It's not my problem if hse needs it more than I do.""

He has recently moved to a new apartment and gotten a new haircut.

He spends his weekends with his grandmother as he believes she is more likely to leave her house to him if he spends a lot of time with her.

",2,0,0,NA,NA,None.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
