subject,experiment,intervention_medium,source_valence,experiment_condition,exclude_subject,age,gender,IAT_D2,IAT_D2_recoded_for_stimulus_identity,mean_self_reported_evaluation,mean_self_reported_evaluation_recoded_for_stimulus_identity,memory_of_video_content,diagnosticity_question,demand,reactance,hypothesis_awareness,influence_awareness,issues_with_study,aot_actively_openminded_thinking_pomp,bcti_belief_in_conspiracy_pomp,crt_analytic_thinking_pomp,ocq_overclaiming_pomp,ras_relgious_affliation_pomp,rei_rational_pomp,rei_experiential_pomp,me_fake_news_awareness_pomp,me_real_news_awareness_pomp,me_fake_news_accuracy_pomp,me_real_news_accuracy_pomp,me_fake_news_sharing_pomp,me_real_news_sharing_pomp,education,employment,education_recoded,income,income_recoded,political_ideology_identity,political_ideology_social_issues,political_ideology_economic_issues,religious_affiliation_general,religious_affiliation_general_recoded,passed_iat_performance,complete_iat_data,complete_selfreport_data,task_order,iat_block_order
e256c99e-1df5-4582-ac50-e1dd79d6a75d,4,audio,positive,deepfaked,FALSE,20,female,0.818,0.818,1.33,1.33,NA,1,0,0,NA,NA,"No issues, but good luck with your research! :)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-consistent block first
e314ce29-8d0b-4170-8c5b-0800b03fb716,4,audio,positive,deepfaked,FALSE,21,male,0.382,0.382,-0.67,-0.67,NA,1,0,0,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-consistent block first
e76cb3ac-0f52-4707-92ce-92c5f399fc2e,4,audio,positive,deepfaked,FALSE,28,female,0.34,0.34,1.67,1.67,NA,2,0,0,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-consistent block first
e82597b1-cdf6-41ad-95b8-caddaad416cc,4,audio,negative,deepfaked,FALSE,31,female,0.36,-0.36,-3,3,NA,3,0,0,NA,NA,Everything was fine. Thank you for the opportunity.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-inconsistent block first
e8d5e08b-9e8e-4829-b82c-bc7c2d9d23b6,4,audio,negative,deepfaked,FALSE,24,female,-0.398,0.398,-2,2,NA,2,0,0,NA,1,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-inconsistent block first
ea2bfbe1-f1a3-43d4-ae7c-8b550057d19b,4,audio,positive,deepfaked,TRUE,18,male,NA,NA,0,0,NA,1,0,0,NA,0,No issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,complete,complete,IAT first,training-consistent block first
edee7a48-b484-4229-9088-5abbc3bbfb31,4,audio,positive,deepfaked,FALSE,28,female,0.742,0.742,2,2,NA,1,0,0,NA,NA,No issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-consistent block first
ee9f7b13-fa34-4c9e-b3a9-9919486f7af0,4,audio,negative,deepfaked,FALSE,45,male,0.019,-0.019,-1,1,NA,3,0,0,NA,1,No issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-inconsistent block first
eec13fd6-8c2f-44e9-beb4-bf5fadf7b15a,4,audio,negative,deepfaked,FALSE,34,female,-0.56,0.56,-1,1,NA,2,0,0,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
eed53c04-3bfd-45b5-9679-a52405bfbe43,4,audio,positive,deepfaked,FALSE,24,female,0.73,0.73,2.67,2.67,NA,3,0,0,NA,NA,nope.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-consistent block first
ef30389d-5637-4e27-b3b2-e061bb7f812b,4,audio,negative,deepfaked,TRUE,29,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IAT first,training-inconsistent block first
ef96ccd9-0441-47f5-9759-785407409100,4,audio,positive,deepfaked,TRUE,33,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,self-report ratings first,training-consistent block first
f13b7c30-eb8c-4c57-9669-8e1d0bd2a8bb,4,audio,negative,deepfaked,FALSE,35,male,-0.202,0.202,-2,2,NA,3,0,1,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
f2e48135-a799-4ba7-a582-3a77673cdf4b,4,audio,negative,deepfaked,FALSE,35,female,-0.465,0.465,-2.33,2.33,NA,3,0,0,NA,1,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-inconsistent block first
f4e78175-4e8f-444c-8a74-beade2644feb,4,audio,positive,deepfaked,FALSE,19,female,0.796,0.796,1.33,1.33,NA,1,0,0,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-consistent block first
f96aebcb-ec94-4ee5-a243-b95f3f82fcb2,4,audio,positive,deepfaked,FALSE,24,male,0.493,0.493,2.33,2.33,NA,2,0,0,NA,1,No issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
f9a5a81b-e450-4fff-8fd1-137ea56c4d33,4,audio,negative,deepfaked,FALSE,20,female,0.491,-0.491,-1.67,1.67,NA,1,0,0,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-inconsistent block first
f9aa6a03-bbcb-4ecb-ade2-2592c2fe8413,4,audio,positive,deepfaked,FALSE,34,male,0.426,0.426,3,3,NA,3,0,0,0,1,'no issues',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
fa26104d-3b2f-46f7-8752-481f0fc71700,4,audio,negative,deepfaked,FALSE,29,female,0.454,-0.454,-3,3,NA,1,0,0,NA,NA,No issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-inconsistent block first
fc1fe28b-6256-4a09-b240-0cf57c04d3ca,4,audio,negative,deepfaked,FALSE,21,female,-0.058,0.058,-2,2,NA,2,0,0,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-inconsistent block first
fc3d572d-c1c9-4775-87b3-67766b1e3d74,4,audio,negative,deepfaked,FALSE,45,male,0.246,-0.246,-2.33,2.33,NA,3,0,0,NA,NA,No issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-inconsistent block first
fc623faf-835c-4076-af6b-3b1599537be4,4,audio,positive,deepfaked,TRUE,21,female,-0.143,-0.143,2,2,NA,2,0,0,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,complete,complete,IAT first,training-consistent block first
fdb63447-a89f-4de9-8561-ee700a422171,4,audio,negative,deepfaked,FALSE,37,male,-0.254,0.254,-1,1,NA,2,0,0,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
fe8ce91b-c1bd-42a9-9342-13ae2e7a12d0,4,audio,positive,deepfaked,TRUE,20,female,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,self-report ratings first,training-consistent block first
febe05ac-0e70-4ff9-aceb-da28d3dd28b8,4,audio,negative,deepfaked,FALSE,31,male,-0.485,0.485,-1,1,NA,2,0,0,NA,NA,No.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-inconsistent block first
ffd148da-8e9a-4123-8c63-ae4701d390fa,4,audio,positive,deepfaked,TRUE,37,female,0.181,0.181,1.33,1.33,NA,2,0,0,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,complete,complete,IAT first,training-consistent block first
ffd682ad-4725-4397-9b74-c0e6e38bbade,4,audio,negative,deepfaked,FALSE,38,female,-0.079,0.079,-0.67,0.67,NA,2,0,0,NA,1,No issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-inconsistent block first
037c19eb-da5a-4bfa-bbd8-8af8464d4483,4,audio,positive,genuine,FALSE,30,female,0.311,0.311,3,3,NA,2,0,0,NA,1,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-consistent block first
037d9858-113b-4e6d-9d46-ddae501e8d95,4,audio,negative,genuine,FALSE,20,male,-0.261,0.261,-2,2,NA,2,0,0,NA,1,No issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
07210a14-c2c5-4ef5-b9b1-61ebc45de07a,4,audio,negative,genuine,TRUE,24,female,0.055,-0.055,-2.33,2.33,NA,3,0,0,NA,1,No issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,complete,complete,self-report ratings first,training-inconsistent block first
09b65793-e20d-4159-86c5-0b75d3d00d1f,4,audio,negative,genuine,FALSE,38,female,0.049,-0.049,-1.33,1.33,NA,3,0,0,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
0a36afa7-5aa8-4040-8d7e-e86a00da3d7f,4,audio,negative,genuine,FALSE,28,female,-0.253,0.253,-2.33,2.33,NA,3,0,0,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
0af7b56a-1049-409f-8ce5-5e5cc5aea3a3,4,audio,positive,genuine,FALSE,47,female,0.184,0.184,2,2,NA,2,0,0,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
0c560c27-57e5-4c42-b693-5cafc4cab44e,4,audio,positive,genuine,FALSE,33,female,0.47,0.47,1.67,1.67,NA,2,0,0,NA,1,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-consistent block first
0c742061-32f5-4a26-a241-77f664bc20c8,4,audio,positive,genuine,FALSE,26,male,0.384,0.384,2.67,2.67,NA,2,0,0,0,1,No issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
14c73849-9881-48f1-91a3-307772bf688c,4,audio,negative,genuine,FALSE,20,male,-0.201,0.201,-3,3,NA,3,0,0,NA,1,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-inconsistent block first
18f27a3d-ada7-45b6-8fc3-8eb889b1d64f,4,audio,negative,genuine,FALSE,32,male,0.22,-0.22,-2,2,NA,2,0,0,NA,NA,Had to hit enter more than once on the screen after the youtube video,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
1a383ceb-b0b3-4671-bf6c-6249af690be7,4,audio,negative,genuine,TRUE,28,male,-0.878,0.878,-1.33,1.33,NA,2,0,0,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,excess,excess,self-report ratings first,training-inconsistent block first
1bafce6f-0ce1-424e-8b07-06420cd4f04b,4,audio,positive,genuine,FALSE,37,female,0.57,0.57,1,1,NA,1,0,0,NA,1,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
1c062e4c-31c1-49c3-bf23-b960e740456f,4,audio,negative,genuine,FALSE,21,female,-0.134,0.134,-2,2,NA,2,0,0,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-inconsistent block first
1c4a45b2-c68f-44e5-880c-e5fb69ddcca4,4,audio,negative,genuine,FALSE,38,female,-0.136,0.136,-3,3,NA,2,0,0,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-inconsistent block first
1c7a9cf1-b2d1-4f4e-8f49-f92aba469e90,4,audio,positive,genuine,FALSE,42,female,0.701,0.701,2,2,NA,2,0,0,NA,NA,no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
1c9b19fc-b0ae-4d63-a3dd-7e465f8ee437,4,audio,positive,genuine,FALSE,32,male,0.559,0.559,0,0,NA,1,0,0,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
1d8f71bf-748a-497e-b66d-95ebf924ffa3,4,audio,negative,genuine,FALSE,40,male,-0.439,0.439,-3,3,NA,3,0,0,NA,1,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-inconsistent block first
1e928f38-97d7-4bf8-ac99-ae0e6341b95e,4,audio,positive,genuine,FALSE,41,female,0.488,0.488,0,0,NA,1,0,0,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
207f14a9-a9c3-4ffd-b925-4a20445e9cdf,4,audio,positive,genuine,FALSE,26,female,0.16,0.16,1,1,NA,2,0,0,NA,NA,No issues.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-consistent block first
2114292e-18a7-4bb8-8a11-6834333b4585,4,audio,negative,genuine,FALSE,44,female,0.625,-0.625,-3,3,NA,3,0,0,NA,1,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-inconsistent block first
211b0c08-611f-4d7a-a5f4-07cc0363db58,4,audio,positive,genuine,FALSE,28,male,0.383,0.383,0.67,0.67,NA,1,0,0,NA,1,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-consistent block first
21b6797b-f3e3-4711-aefc-11fd0e9b7f44,4,audio,negative,genuine,FALSE,30,male,0.137,-0.137,-1,1,NA,3,0,0,NA,1,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-inconsistent block first
229152da-cbee-429b-9b61-40652f4195c8,4,audio,negative,genuine,TRUE,34,female,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IAT first,training-inconsistent block first
23bd60f7-ee49-47b7-b8c9-09f1d7fc921c,4,audio,negative,genuine,FALSE,29,male,0.877,-0.877,-2,2,NA,2,0,0,NA,NA,None.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-inconsistent block first
24b4d459-08ee-4e45-abe5-069627f176f0,4,audio,negative,genuine,FALSE,32,female,0.391,-0.391,-3,3,NA,2,0,0,NA,1,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-inconsistent block first
24bf0998-f7f4-4ef9-a235-1e034eff373b,4,audio,positive,genuine,FALSE,19,female,0.123,0.123,0,0,NA,1,0,0,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-consistent block first
26ffca6b-eaaa-4c12-97f1-30991c2a76a9,4,audio,negative,genuine,FALSE,23,female,0.048,-0.048,-2.33,2.33,NA,2,0,0,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
293369bd-be30-413d-a320-0f9dcc55b321,4,audio,positive,genuine,FALSE,21,female,0.789,0.789,1.33,1.33,NA,2,0,0,NA,NA,"no issues, thank you.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-consistent block first
2a94ab0d-b6ab-4b78-b913-a37e032bdba8,4,audio,negative,genuine,FALSE,20,female,-0.365,0.365,-3,3,NA,1,0,1,NA,NA,No issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
2ad34603-0a95-47d5-adbd-d77e9e5e3b41,4,audio,negative,genuine,TRUE,25,male,0.323,-0.323,1,-1,NA,2,0,0,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,complete,complete,self-report ratings first,training-inconsistent block first
2bd595d1-1875-426c-8da6-6d24a8b4e14d,4,audio,negative,genuine,TRUE,23,female,-0.02,0.02,-3,3,NA,3,0,0,NA,1,"No issues, I enjoyed the study!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,complete,complete,self-report ratings first,training-inconsistent block first
2be7ce14-2848-4acc-918d-d95090fc5df5,4,audio,negative,genuine,TRUE,21,male,0.56,-0.56,-2.33,2.33,NA,3,0,0,NA,1,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,complete,complete,self-report ratings first,training-inconsistent block first
2ccd3b8a-08c0-4c67-aad7-0f4837239518,4,audio,negative,genuine,FALSE,28,male,-0.174,0.174,-0.67,0.67,NA,2,0,0,NA,1,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
2d204f83-addf-4452-acfc-9984cdc397a8,4,audio,positive,genuine,TRUE,20,male,0.283,0.283,0,0,NA,2,0,0,NA,1,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,complete,complete,self-report ratings first,training-consistent block first
2d57cfc5-54b7-4653-bff7-dbd0f78db419,4,audio,negative,genuine,FALSE,26,female,0.088,-0.088,-2,2,NA,1,0,0,NA,NA,No issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
2e005587-8123-4617-a626-4657f0ec7b2d,4,audio,positive,genuine,FALSE,48,male,-0.283,-0.283,2,2,NA,1,0,0,NA,1,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
310e89c4-2a5b-4d1a-afb4-df8640dde834,4,audio,positive,genuine,FALSE,20,male,0.147,0.147,1.67,1.67,NA,0,0,0,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-consistent block first
32a8f4d3-632a-4ba8-b803-5a99360cc6d2,4,audio,positive,genuine,FALSE,22,female,0.181,0.181,1.67,1.67,NA,2,0,0,NA,1,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
3342d3fd-794d-4d07-8648-88948dba3a5b,4,audio,positive,genuine,FALSE,46,female,0.218,0.218,2,2,NA,3,0,0,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
3471f24c-cb16-4b83-af4b-18b9185c3c6e,4,audio,positive,genuine,FALSE,27,female,0.419,0.419,0,0,NA,2,0,0,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
348de896-3032-41ae-ba1b-e94b4ef7d7d5,4,audio,positive,genuine,TRUE,32,female,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IAT first,training-consistent block first
34a51962-35d1-4b50-984b-32e5280a8c22,4,audio,positive,genuine,FALSE,29,male,0.46,0.46,2,2,NA,1,0,0,NA,1,No issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
37dd0fba-4380-4314-9d66-9969f53894ab,4,audio,negative,genuine,FALSE,28,male,0.42,-0.42,-2,2,NA,3,0,0,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-inconsistent block first
39e919ae-3994-4d80-aa16-bec4dc2266db,4,audio,positive,genuine,FALSE,39,female,1.068,1.068,1.67,1.67,NA,2,0,0,NA,1,No issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
3acb05f4-2ab1-4902-b05e-b80f63e0e323,4,audio,negative,genuine,FALSE,24,female,-0.102,0.102,-3,3,NA,3,0,0,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
3b3fd6d0-b42e-48c5-9a09-98df5e0e32a1,4,audio,positive,genuine,FALSE,19,male,0.9,0.9,2,2,NA,1,0,0,0,1,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
3b9cb1f7-161b-44aa-abfb-a9ff34fc6da0,4,audio,negative,genuine,FALSE,30,male,0.334,-0.334,0,-0,NA,2,0,0,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-inconsistent block first
3bc0c36e-666d-495b-8451-b1757c6b819d,4,audio,negative,genuine,FALSE,49,female,0.474,-0.474,-2,2,NA,3,0,0,NA,0,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
